Age,Sexe,Profession,Type_logement,Compte_epargne,Compte_courant,Credit_amount,Duration
29,femme,qualifié,propriétaire,moins de 3000,moins de 500,3959,15
26,homme,qualifié,location,entre 3000 et 10000,,3577,9
27,homme,qualifié,propriétaire,entre 10000 et 30000,,5804,24
28,homme,qualifié,propriétaire,moins de 3000,,2169,18
35,femme,qualifié,propriétaire,moins de 3000,moins de 500,2439,24
32,homme,non qualifié,propriétaire,entre 10000 et 30000,,4526,27
25,homme,non qualifié,location,moins de 3000,,2210,10
20,femme,qualifié,location,plus de 30000,,2221,15
27,femme,qualifié,propriétaire,moins de 3000,moins de 500,2389,18
42,homme,qualifié,propriétaire,moins de 3000,,3331,12
37,homme,qualifié,propriétaire,,,7409,36
24,femme,qualifié,location,moins de 3000,moins de 500,652,12
40,femme,qualifié,propriétaire,plus de 30000,,7678,36
46,homme,qualifié,propriétaire,moins de 3000,plus de 3000,1343,6
26,homme,qualifié,propriétaire,entre 3000 et 10000,moins de 500,1382,24
24,femme,qualifié,propriétaire,,,874,15
29,homme,non qualifié,propriétaire,moins de 3000,moins de 500,3590,12
40,femme,qualifié,propriétaire,entre 10000 et 30000,entre 500 et 3000,1322,11
36,homme,hautement qualifié,gratuit,moins de 3000,moins de 500,1940,18
28,homme,qualifié,propriétaire,moins de 3000,,3595,36
27,homme,hautement qualifié,gratuit,moins de 3000,moins de 500,1422,9
36,homme,qualifié,propriétaire,,,6742,30
38,homme,hautement qualifié,propriétaire,moins de 3000,,7814,24
48,homme,qualifié,gratuit,,,9277,24
36,homme,qualifié,propriétaire,,entre 500 et 3000,2181,30
65,femme,non qualifié,propriétaire,moins de 3000,,1098,18
43,homme,qualifié,propriétaire,moins de 3000,entre 500 et 3000,4057,24
53,femme,qualifié,propriétaire,moins de 3000,moins de 500,795,12
34,homme,qualifié,propriétaire,,entre 500 et 3000,2825,24
23,homme,qualifié,propriétaire,moins de 3000,entre 500 et 3000,15672,48
34,homme,hautement qualifié,propriétaire,moins de 3000,,6614,36
40,homme,qualifié,location,,,7824,28
43,homme,hautement qualifié,propriétaire,moins de 3000,moins de 500,2442,27
46,homme,qualifié,propriétaire,moins de 3000,,1829,15
38,homme,non qualifié,propriétaire,moins de 3000,moins de 500,2171,12
34,homme,qualifié,propriétaire,moins de 3000,entre 500 et 3000,5800,36
29,homme,qualifié,propriétaire,,,1169,18
31,homme,hautement qualifié,propriétaire,,,8947,36
28,femme,hautement qualifié,location,moins de 3000,moins de 500,2606,21
35,femme,qualifié,propriétaire,entre 10000 et 30000,,1592,12
33,femme,non qualifié,location,,,2186,15
42,homme,qualifié,propriétaire,moins de 3000,moins de 500,4153,18
43,homme,qualifié,location,moins de 3000,moins de 500,2625,16
44,homme,qualifié,propriétaire,,,3485,20
42,homme,qualifié,gratuit,,,10477,36
40,homme,qualifié,location,,,1386,15
36,homme,hautement qualifié,propriétaire,moins de 3000,,1278,24
20,homme,hautement qualifié,location,moins de 3000,moins de 500,1107,12
24,homme,non qualifié,propriétaire,,moins de 500,3763,21
27,homme,qualifié,propriétaire,,entre 500 et 3000,3711,36
46,femme,non qualifié,propriétaire,moins de 3000,,3594,15
33,femme,non qualifié,propriétaire,,entre 500 et 3000,3195,9
34,femme,qualifié,propriétaire,moins de 3000,,4454,36
25,femme,non qualifié,propriétaire,moins de 3000,entre 500 et 3000,4736,24
25,femme,qualifié,propriétaire,,entre 500 et 3000,2991,30
28,homme,qualifié,propriétaire,entre 10000 et 30000,,2142,11
31,homme,qualifié,location,moins de 3000,moins de 500,3161,24
32,femme,hautement qualifié,propriétaire,moins de 3000,entre 500 et 3000,18424,48
32,homme,qualifié,propriétaire,entre 3000 et 10000,,2848,10
68,homme,hautement qualifié,propriétaire,moins de 3000,moins de 500,14896,6
33,homme,qualifié,propriétaire,entre 3000 et 10000,moins de 500,2359,24
39,homme,hautement qualifié,location,moins de 3000,moins de 500,3345,24
28,femme,qualifié,propriétaire,moins de 3000,,1817,18
37,homme,hautement qualifié,propriétaire,plus de 30000,,12749,48
22,femme,qualifié,location,moins de 3000,moins de 500,1366,9
30,homme,qualifié,location,moins de 3000,entre 500 et 3000,2002,12
55,homme,qualifié,propriétaire,moins de 3000,moins de 500,6872,24
46,homme,qualifié,propriétaire,moins de 3000,moins de 500,697,12
21,femme,qualifié,location,moins de 3000,moins de 500,1049,18
39,homme,qualifié,gratuit,moins de 3000,moins de 500,10297,48
58,homme,qualifié,propriétaire,,,1867,30
43,homme,non qualifié,propriétaire,moins de 3000,moins de 500,1344,12
24,homme,non qualifié,propriétaire,moins de 3000,moins de 500,1747,24
22,femme,qualifié,propriétaire,moins de 3000,entre 500 et 3000,1670,9
30,homme,qualifié,propriétaire,moins de 3000,,1224,9
42,homme,qualifié,propriétaire,plus de 30000,,522,12
23,femme,qualifié,propriétaire,moins de 3000,moins de 500,1498,12
30,homme,hautement qualifié,propriétaire,entre 3000 et 10000,entre 500 et 3000,1919,30
28,femme,non qualifié,propriétaire,moins de 3000,plus de 3000,745,9
30,homme,hautement qualifié,location,moins de 3000,entre 500 et 3000,2063,6
42,homme,qualifié,gratuit,moins de 3000,entre 500 et 3000,6288,60
46,homme,hautement qualifié,propriétaire,,,6842,24
45,homme,hautement qualifié,propriétaire,,,3527,12
31,homme,non qualifié,propriétaire,moins de 3000,,1546,10
31,homme,qualifié,propriétaire,,,929,24
42,homme,non qualifié,propriétaire,moins de 3000,,1455,4
46,femme,qualifié,location,moins de 3000,moins de 500,1845,15
30,femme,qualifié,propriétaire,plus de 30000,entre 500 et 3000,8358,48
30,homme,qualifié,gratuit,plus de 30000,moins de 500,3349,24
38,homme,hautement qualifié,propriétaire,,,2859,12
43,homme,non qualifié,propriétaire,moins de 3000,,1533,18
31,homme,qualifié,propriétaire,entre 3000 et 10000,,3621,24
40,homme,non qualifié,propriétaire,moins de 3000,entre 500 et 3000,3590,18
24,homme,qualifié,propriétaire,moins de 3000,moins de 500,2145,36
28,femme,qualifié,location,plus de 30000,entre 500 et 3000,4113,24
26,femme,hautement qualifié,propriétaire,moins de 3000,,10974,36
29,femme,qualifié,propriétaire,moins de 3000,moins de 500,1893,12
57,femme,hautement qualifié,location,entre 10000 et 30000,moins de 500,1231,24
49,homme,non qualifié,propriétaire,,plus de 3000,3656,30
37,homme,non qualifié,propriétaire,moins de 3000,entre 500 et 3000,1154,9
45,homme,non qualifié,propriétaire,moins de 3000,moins de 500,4006,28
30,homme,qualifié,gratuit,entre 3000 et 10000,entre 500 et 3000,3069,24
30,homme,qualifié,location,moins de 3000,,1740,6
47,homme,qualifié,propriétaire,moins de 3000,entre 500 et 3000,2353,21
29,homme,qualifié,propriétaire,,,3556,15
35,homme,qualifié,propriétaire,plus de 30000,,2397,24
22,homme,non qualifié,propriétaire,moins de 3000,entre 500 et 3000,454,6
26,femme,qualifié,propriétaire,,entre 500 et 3000,1715,30
23,homme,non qualifié,propriétaire,plus de 30000,entre 500 et 3000,2520,27
54,femme,hautement qualifié,location,moins de 3000,,3568,15
29,homme,qualifié,location,,,7166,42
40,homme,non qualifié,propriétaire,moins de 3000,moins de 500,3939,11
22,homme,qualifié,propriétaire,entre 3000 et 10000,entre 500 et 3000,1514,15
43,homme,non qualifié,propriétaire,moins de 3000,,7393,24
29,femme,non qualifié,location,moins de 3000,moins de 500,1193,24
36,homme,qualifié,location,moins de 3000,moins de 500,7297,60
33,femme,qualifié,propriétaire,moins de 3000,,2831,30
57,femme,non qualifié,propriétaire,plus de 30000,plus de 3000,1258,24
64,femme,qualifié,propriétaire,moins de 3000,entre 500 et 3000,753,6
42,homme,qualifié,propriétaire,,entre 500 et 3000,2427,18
47,homme,non qualifié,propriétaire,moins de 3000,,2538,24
25,homme,qualifié,location,entre 3000 et 10000,entre 500 et 3000,1264,15
49,homme,qualifié,propriétaire,moins de 3000,entre 500 et 3000,8386,30
33,homme,hautement qualifié,location,moins de 3000,,4844,48
28,femme,hautement qualifié,propriétaire,entre 3000 et 10000,plus de 3000,2923,21
26,homme,qualifié,propriétaire,moins de 3000,moins de 500,8229,36
30,homme,non qualifié,propriétaire,moins de 3000,,2028,24
25,femme,qualifié,location,moins de 3000,moins de 500,1433,15
33,homme,qualifié,propriétaire,moins de 3000,plus de 3000,6289,42
64,femme,qualifié,propriétaire,entre 3000 et 10000,,1409,13
29,homme,hautement qualifié,gratuit,moins de 3000,moins de 500,6579,24
48,homme,non qualifié,propriétaire,moins de 3000,entre 500 et 3000,1743,24
37,homme,non qualifié,propriétaire,,,3565,12
34,homme,non qualifié,propriétaire,entre 3000 et 10000,,1569,15
23,homme,non qualifié,location,,moins de 500,1936,18
30,homme,hautement qualifié,propriétaire,moins de 3000,moins de 500,3959,36
50,homme,qualifié,propriétaire,,,2390,12
31,femme,non qualifié,propriétaire,moins de 3000,,1736,12
40,homme,hautement qualifié,propriétaire,moins de 3000,moins de 500,3857,30
38,homme,qualifié,propriétaire,moins de 3000,,804,12
23,homme,qualifié,gratuit,moins de 3000,moins de 500,1845,45
27,homme,qualifié,propriétaire,entre 3000 et 10000,entre 500 et 3000,4576,45
